factor,source_type,signal_date,available_at,available_at_rule,execution_date,execution_price,exit_date,return_lag_sessions,rationale
dealer_net_buy,institutional_flow,2021-01-04,2021-01-04T18:00:00+08:00,same_session_after_close,2021-01-05,next_exchange_session_close,2021-01-06,1,Institutional flow is same-session information released after the market close; the first daily close price executable after availability is the next exchange session close.
dealer_net_buy,institutional_flow,2021-03-09,2021-03-09T18:00:00+08:00,same_session_after_close,2021-03-10,next_exchange_session_close,2021-03-11,1,Institutional flow is same-session information released after the market close; the first daily close price executable after availability is the next exchange session close.
dealer_net_buy,institutional_flow,2021-03-10,2021-03-10T18:00:00+08:00,same_session_after_close,2021-03-11,next_exchange_session_close,2021-03-12,1,Institutional flow is same-session information released after the market close; the first daily close price executable after availability is the next exchange session close.
dealer_net_buy,institutional_flow,2021-03-11,2021-03-11T18:00:00+08:00,same_session_after_close,2021-03-12,next_exchange_session_close,2021-03-15,1,Institutional flow is same-session information released after the market close; the first daily close price executable after availability is the next exchange session close.
dealer_net_buy,institutional_flow,2021-03-12,2021-03-12T18:00:00+08:00,same_session_after_close,2021-03-15,next_exchange_session_close,2021-03-16,1,Institutional flow is same-session information released after the market close; the first daily close price executable after availability is the next exchange session close.
dealer_net_buy,institutional_flow,2021-03-15,2021-03-15T18:00:00+08:00,same_session_after_close,2021-03-16,next_exchange_session_close,2021-03-17,1,Institutional flow is same-session information released after the market close; the first daily close price executable after availability is the next exchange session close.
dealer_net_buy,institutional_flow,2021-03-16,2021-03-16T18:00:00+08:00,same_session_after_close,2021-03-17,next_exchange_session_close,2021-03-18,1,Institutional flow is same-session information released after the market close; the first daily close price executable after availability is the next exchange session close.
dealer_net_buy,institutional_flow,2021-03-17,2021-03-17T18:00:00+08:00,same_session_after_close,2021-03-18,next_exchange_session_close,2021-03-19,1,Institutional flow is same-session information released after the market close; the first daily close price executable after availability is the next exchange session close.
dealer_net_buy,institutional_flow,2021-03-18,2021-03-18T18:00:00+08:00,same_session_after_close,2021-03-19,next_exchange_session_close,2021-03-22,1,Institutional flow is same-session information released after the market close; the first daily close price executable after availability is the next exchange session close.
dealer_net_buy,institutional_flow,2021-03-19,2021-03-19T18:00:00+08:00,same_session_after_close,2021-03-22,next_exchange_session_close,2021-03-23,1,Institutional flow is same-session information released after the market close; the first daily close price executable after availability is the next exchange session close.
dealer_net_buy,institutional_flow,2021-03-22,2021-03-22T18:00:00+08:00,same_session_after_close,2021-03-23,next_exchange_session_close,2021-03-24,1,Institutional flow is same-session information released after the market close; the first daily close price executable after availability is the next exchange session close.
dealer_net_buy,institutional_flow,2021-03-23,2021-03-23T18:00:00+08:00,same_session_after_close,2021-03-24,next_exchange_session_close,2021-03-25,1,Institutional flow is same-session information released after the market close; the first daily close price executable after availability is the next exchange session close.
dealer_net_buy,institutional_flow,2021-03-24,2021-03-24T18:00:00+08:00,same_session_after_close,2021-03-25,next_exchange_session_close,2021-03-26,1,Institutional flow is same-session information released after the market close; the first daily close price executable after availability is the next exchange session close.
dealer_net_buy,institutional_flow,2021-03-25,2021-03-25T18:00:00+08:00,same_session_after_close,2021-03-26,next_exchange_session_close,2021-03-29,1,Institutional flow is same-session information released after the market close; the first daily close price executable after availability is the next exchange session close.
dealer_net_buy,institutional_flow,2021-03-26,2021-03-26T18:00:00+08:00,same_session_after_close,2021-03-29,next_exchange_session_close,2021-03-30,1,Institutional flow is same-session information released after the market close; the first daily close price executable after availability is the next exchange session close.
dealer_net_buy,institutional_flow,2021-03-29,2021-03-29T18:00:00+08:00,same_session_after_close,2021-03-30,next_exchange_session_close,2021-03-31,1,Institutional flow is same-session information released after the market close; the first daily close price executable after availability is the next exchange session close.
dealer_net_buy,institutional_flow,2021-03-30,2021-03-30T18:00:00+08:00,same_session_after_close,2021-03-31,next_exchange_session_close,2021-04-01,1,Institutional flow is same-session information released after the market close; the first daily close price executable after availability is the next exchange session close.
dealer_net_buy,institutional_flow,2021-03-31,2021-03-31T18:00:00+08:00,same_session_after_close,2021-04-01,next_exchange_session_close,2021-04-07,1,Institutional flow is same-session information released after the market close; the first daily close price executable after availability is the next exchange session close.
dealer_net_buy,institutional_flow,2021-04-06,2021-04-06T18:00:00+08:00,same_session_after_close,2021-04-07,next_exchange_session_close,2021-04-08,1,Institutional flow is same-session information released after the market close; the first daily close price executable after availability is the next exchange session close.
dealer_net_buy,institutional_flow,2021-04-07,2021-04-07T18:00:00+08:00,same_session_after_close,2021-04-08,next_exchange_session_close,2021-04-09,1,Institutional flow is same-session information released after the market close; the first daily close price executable after availability is the next exchange session close.
dealer_net_buy,institutional_flow,2021-04-08,2021-04-08T18:00:00+08:00,same_session_after_close,2021-04-09,next_exchange_session_close,2021-04-12,1,Institutional flow is same-session information released after the market close; the first daily close price executable after availability is the next exchange session close.
dealer_net_buy,institutional_flow,2021-04-09,2021-04-09T18:00:00+08:00,same_session_after_close,2021-04-12,next_exchange_session_close,2021-04-13,1,Institutional flow is same-session information released after the market close; the first daily close price executable after availability is the next exchange session close.
dealer_net_buy,institutional_flow,2021-04-12,2021-04-12T18:00:00+08:00,same_session_after_close,2021-04-13,next_exchange_session_close,2021-04-14,1,Institutional flow is same-session information released after the market close; the first daily close price executable after availability is the next exchange session close.
dealer_net_buy,institutional_flow,2021-04-13,2021-04-13T18:00:00+08:00,same_session_after_close,2021-04-14,next_exchange_session_close,2021-04-15,1,Institutional flow is same-session information released after the market close; the first daily close price executable after availability is the next exchange session close.
dealer_net_buy,institutional_flow,2021-04-14,2021-04-14T18:00:00+08:00,same_session_after_close,2021-04-15,next_exchange_session_close,2021-04-16,1,Institutional flow is same-session information released after the market close; the first daily close price executable after availability is the next exchange session close.
dealer_net_buy,institutional_flow,2021-04-15,2021-04-15T18:00:00+08:00,same_session_after_close,2021-04-16,next_exchange_session_close,2021-04-19,1,Institutional flow is same-session information released after the market close; the first daily close price executable after availability is the next exchange session close.
dealer_net_buy,institutional_flow,2021-04-16,2021-04-16T18:00:00+08:00,same_session_after_close,2021-04-19,next_exchange_session_close,2021-04-20,1,Institutional flow is same-session information released after the market close; the first daily close price executable after availability is the next exchange session close.
dealer_net_buy,institutional_flow,2021-04-19,2021-04-19T18:00:00+08:00,same_session_after_close,2021-04-20,next_exchange_session_close,2021-04-21,1,Institutional flow is same-session information released after the market close; the first daily close price executable after availability is the next exchange session close.
dealer_net_buy,institutional_flow,2021-04-20,2021-04-20T18:00:00+08:00,same_session_after_close,2021-04-21,next_exchange_session_close,2021-04-22,1,Institutional flow is same-session information released after the market close; the first daily close price executable after availability is the next exchange session close.
dealer_net_buy,institutional_flow,2021-04-21,2021-04-21T18:00:00+08:00,same_session_after_close,2021-04-22,next_exchange_session_close,2021-04-23,1,Institutional flow is same-session information released after the market close; the first daily close price executable after availability is the next exchange session close.
dealer_net_buy,institutional_flow,2021-04-22,2021-04-22T18:00:00+08:00,same_session_after_close,2021-04-23,next_exchange_session_close,2021-04-26,1,Institutional flow is same-session information released after the market close; the first daily close price executable after availability is the next exchange session close.
dealer_net_buy,institutional_flow,2021-04-23,2021-04-23T18:00:00+08:00,same_session_after_close,2021-04-26,next_exchange_session_close,2021-04-27,1,Institutional flow is same-session information released after the market close; the first daily close price executable after availability is the next exchange session close.
dealer_net_buy,institutional_flow,2021-04-26,2021-04-26T18:00:00+08:00,same_session_after_close,2021-04-27,next_exchange_session_close,2021-04-28,1,Institutional flow is same-session information released after the market close; the first daily close price executable after availability is the next exchange session close.
dealer_net_buy,institutional_flow,2021-04-27,2021-04-27T18:00:00+08:00,same_session_after_close,2021-04-28,next_exchange_session_close,2021-04-29,1,Institutional flow is same-session information released after the market close; the first daily close price executable after availability is the next exchange session close.
dealer_net_buy,institutional_flow,2021-04-28,2021-04-28T18:00:00+08:00,same_session_after_close,2021-04-29,next_exchange_session_close,2021-05-03,1,Institutional flow is same-session information released after the market close; the first daily close price executable after availability is the next exchange session close.
dealer_net_buy,institutional_flow,2021-04-29,2021-04-29T18:00:00+08:00,same_session_after_close,2021-05-03,next_exchange_session_close,2021-05-04,1,Institutional flow is same-session information released after the market close; the first daily close price executable after availability is the next exchange session close.
dealer_net_buy,institutional_flow,2021-05-03,2021-05-03T18:00:00+08:00,same_session_after_close,2021-05-04,next_exchange_session_close,2021-05-05,1,Institutional flow is same-session information released after the market close; the first daily close price executable after availability is the next exchange session close.
dealer_net_buy,institutional_flow,2021-05-04,2021-05-04T18:00:00+08:00,same_session_after_close,2021-05-05,next_exchange_session_close,2021-05-06,1,Institutional flow is same-session information released after the market close; the first daily close price executable after availability is the next exchange session close.
dealer_net_buy,institutional_flow,2021-05-05,2021-05-05T18:00:00+08:00,same_session_after_close,2021-05-06,next_exchange_session_close,2021-05-07,1,Institutional flow is same-session information released after the market close; the first daily close price executable after availability is the next exchange session close.
dealer_net_buy,institutional_flow,2021-05-06,2021-05-06T18:00:00+08:00,same_session_after_close,2021-05-07,next_exchange_session_close,2021-05-10,1,Institutional flow is same-session information released after the market close; the first daily close price executable after availability is the next exchange session close.
dealer_net_buy,institutional_flow,2021-05-07,2021-05-07T18:00:00+08:00,same_session_after_close,2021-05-10,next_exchange_session_close,2021-05-11,1,Institutional flow is same-session information released after the market close; the first daily close price executable after availability is the next exchange session close.
dealer_net_buy,institutional_flow,2021-05-10,2021-05-10T18:00:00+08:00,same_session_after_close,2021-05-11,next_exchange_session_close,2021-05-12,1,Institutional flow is same-session information released after the market close; the first daily close price executable after availability is the next exchange session close.
dealer_net_buy,institutional_flow,2021-05-11,2021-05-11T18:00:00+08:00,same_session_after_close,2021-05-12,next_exchange_session_close,2021-05-13,1,Institutional flow is same-session information released after the market close; the first daily close price executable after availability is the next exchange session close.
dealer_net_buy,institutional_flow,2021-05-12,2021-05-12T18:00:00+08:00,same_session_after_close,2021-05-13,next_exchange_session_close,2021-05-14,1,Institutional flow is same-session information released after the market close; the first daily close price executable after availability is the next exchange session close.
dealer_net_buy,institutional_flow,2021-05-13,2021-05-13T18:00:00+08:00,same_session_after_close,2021-05-14,next_exchange_session_close,2021-05-17,1,Institutional flow is same-session information released after the market close; the first daily close price executable after availability is the next exchange session close.
dealer_net_buy,institutional_flow,2021-05-14,2021-05-14T18:00:00+08:00,same_session_after_close,2021-05-17,next_exchange_session_close,2021-05-18,1,Institutional flow is same-session information released after the market close; the first daily close price executable after availability is the next exchange session close.
dealer_net_buy,institutional_flow,2021-05-17,2021-05-17T18:00:00+08:00,same_session_after_close,2021-05-18,next_exchange_session_close,2021-05-19,1,Institutional flow is same-session information released after the market close; the first daily close price executable after availability is the next exchange session close.
dealer_net_buy,institutional_flow,2021-05-18,2021-05-18T18:00:00+08:00,same_session_after_close,2021-05-19,next_exchange_session_close,2021-05-20,1,Institutional flow is same-session information released after the market close; the first daily close price executable after availability is the next exchange session close.
dealer_net_buy,institutional_flow,2021-05-19,2021-05-19T18:00:00+08:00,same_session_after_close,2021-05-20,next_exchange_session_close,2021-05-21,1,Institutional flow is same-session information released after the market close; the first daily close price executable after availability is the next exchange session close.
dealer_net_buy,institutional_flow,2021-05-20,2021-05-20T18:00:00+08:00,same_session_after_close,2021-05-21,next_exchange_session_close,2021-05-24,1,Institutional flow is same-session information released after the market close; the first daily close price executable after availability is the next exchange session close.
dealer_net_buy,institutional_flow,2021-05-21,2021-05-21T18:00:00+08:00,same_session_after_close,2021-05-24,next_exchange_session_close,2021-05-25,1,Institutional flow is same-session information released after the market close; the first daily close price executable after availability is the next exchange session close.
dealer_net_buy,institutional_flow,2021-05-24,2021-05-24T18:00:00+08:00,same_session_after_close,2021-05-25,next_exchange_session_close,2021-05-26,1,Institutional flow is same-session information released after the market close; the first daily close price executable after availability is the next exchange session close.
dealer_net_buy,institutional_flow,2021-05-25,2021-05-25T18:00:00+08:00,same_session_after_close,2021-05-26,next_exchange_session_close,2021-05-27,1,Institutional flow is same-session information released after the market close; the first daily close price executable after availability is the next exchange session close.
dealer_net_buy,institutional_flow,2021-05-26,2021-05-26T18:00:00+08:00,same_session_after_close,2021-05-27,next_exchange_session_close,2021-05-28,1,Institutional flow is same-session information released after the market close; the first daily close price executable after availability is the next exchange session close.
dealer_net_buy,institutional_flow,2021-05-27,2021-05-27T18:00:00+08:00,same_session_after_close,2021-05-28,next_exchange_session_close,2021-05-31,1,Institutional flow is same-session information released after the market close; the first daily close price executable after availability is the next exchange session close.
dealer_net_buy,institutional_flow,2021-05-28,2021-05-28T18:00:00+08:00,same_session_after_close,2021-05-31,next_exchange_session_close,2021-06-01,1,Institutional flow is same-session information released after the market close; the first daily close price executable after availability is the next exchange session close.
dealer_net_buy,institutional_flow,2021-05-31,2021-05-31T18:00:00+08:00,same_session_after_close,2021-06-01,next_exchange_session_close,2021-06-02,1,Institutional flow is same-session information released after the market close; the first daily close price executable after availability is the next exchange session close.
dealer_net_buy,institutional_flow,2021-06-01,2021-06-01T18:00:00+08:00,same_session_after_close,2021-06-02,next_exchange_session_close,2021-06-03,1,Institutional flow is same-session information released after the market close; the first daily close price executable after availability is the next exchange session close.
dealer_net_buy,institutional_flow,2021-06-02,2021-06-02T18:00:00+08:00,same_session_after_close,2021-06-03,next_exchange_session_close,2021-06-04,1,Institutional flow is same-session information released after the market close; the first daily close price executable after availability is the next exchange session close.
dealer_net_buy,institutional_flow,2021-06-03,2021-06-03T18:00:00+08:00,same_session_after_close,2021-06-04,next_exchange_session_close,2021-06-07,1,Institutional flow is same-session information released after the market close; the first daily close price executable after availability is the next exchange session close.
dealer_net_buy,institutional_flow,2021-06-04,2021-06-04T18:00:00+08:00,same_session_after_close,2021-06-07,next_exchange_session_close,2021-06-08,1,Institutional flow is same-session information released after the market close; the first daily close price executable after availability is the next exchange session close.
dealer_net_buy,institutional_flow,2021-06-07,2021-06-07T18:00:00+08:00,same_session_after_close,2021-06-08,next_exchange_session_close,2021-06-09,1,Institutional flow is same-session information released after the market close; the first daily close price executable after availability is the next exchange session close.
dealer_net_buy,institutional_flow,2021-06-08,2021-06-08T18:00:00+08:00,same_session_after_close,2021-06-09,next_exchange_session_close,2021-06-10,1,Institutional flow is same-session information released after the market close; the first daily close price executable after availability is the next exchange session close.
dealer_net_buy,institutional_flow,2021-06-09,2021-06-09T18:00:00+08:00,same_session_after_close,2021-06-10,next_exchange_session_close,2021-06-11,1,Institutional flow is same-session information released after the market close; the first daily close price executable after availability is the next exchange session close.
dealer_net_buy,institutional_flow,2021-06-10,2021-06-10T18:00:00+08:00,same_session_after_close,2021-06-11,next_exchange_session_close,2021-06-15,1,Institutional flow is same-session information released after the market close; the first daily close price executable after availability is the next exchange session close.
dealer_net_buy,institutional_flow,2021-06-11,2021-06-11T18:00:00+08:00,same_session_after_close,2021-06-15,next_exchange_session_close,2021-06-16,1,Institutional flow is same-session information released after the market close; the first daily close price executable after availability is the next exchange session close.
dealer_net_buy,institutional_flow,2021-06-15,2021-06-15T18:00:00+08:00,same_session_after_close,2021-06-16,next_exchange_session_close,2021-06-17,1,Institutional flow is same-session information released after the market close; the first daily close price executable after availability is the next exchange session close.
dealer_net_buy,institutional_flow,2021-06-16,2021-06-16T18:00:00+08:00,same_session_after_close,2021-06-17,next_exchange_session_close,2021-06-18,1,Institutional flow is same-session information released after the market close; the first daily close price executable after availability is the next exchange session close.
dealer_net_buy,institutional_flow,2021-06-17,2021-06-17T18:00:00+08:00,same_session_after_close,2021-06-18,next_exchange_session_close,2021-06-21,1,Institutional flow is same-session information released after the market close; the first daily close price executable after availability is the next exchange session close.
dealer_net_buy,institutional_flow,2021-06-18,2021-06-18T18:00:00+08:00,same_session_after_close,2021-06-21,next_exchange_session_close,2021-06-22,1,Institutional flow is same-session information released after the market close; the first daily close price executable after availability is the next exchange session close.
dealer_net_buy,institutional_flow,2021-06-21,2021-06-21T18:00:00+08:00,same_session_after_close,2021-06-22,next_exchange_session_close,2021-06-23,1,Institutional flow is same-session information released after the market close; the first daily close price executable after availability is the next exchange session close.
dealer_net_buy,institutional_flow,2021-06-22,2021-06-22T18:00:00+08:00,same_session_after_close,2021-06-23,next_exchange_session_close,2021-06-24,1,Institutional flow is same-session information released after the market close; the first daily close price executable after availability is the next exchange session close.
dealer_net_buy,institutional_flow,2021-06-23,2021-06-23T18:00:00+08:00,same_session_after_close,2021-06-24,next_exchange_session_close,2021-06-25,1,Institutional flow is same-session information released after the market close; the first daily close price executable after availability is the next exchange session close.
dealer_net_buy,institutional_flow,2021-06-24,2021-06-24T18:00:00+08:00,same_session_after_close,2021-06-25,next_exchange_session_close,2021-06-28,1,Institutional flow is same-session information released after the market close; the first daily close price executable after availability is the next exchange session close.
dealer_net_buy,institutional_flow,2021-06-25,2021-06-25T18:00:00+08:00,same_session_after_close,2021-06-28,next_exchange_session_close,2021-06-29,1,Institutional flow is same-session information released after the market close; the first daily close price executable after availability is the next exchange session close.
dealer_net_buy,institutional_flow,2021-06-28,2021-06-28T18:00:00+08:00,same_session_after_close,2021-06-29,next_exchange_session_close,2021-06-30,1,Institutional flow is same-session information released after the market close; the first daily close price executable after availability is the next exchange session close.
dealer_net_buy,institutional_flow,2021-06-29,2021-06-29T18:00:00+08:00,same_session_after_close,2021-06-30,next_exchange_session_close,2021-07-01,1,Institutional flow is same-session information released after the market close; the first daily close price executable after availability is the next exchange session close.
dealer_net_buy,institutional_flow,2021-06-30,2021-06-30T18:00:00+08:00,same_session_after_close,2021-07-01,next_exchange_session_close,2021-07-02,1,Institutional flow is same-session information released after the market close; the first daily close price executable after availability is the next exchange session close.
dealer_net_buy,institutional_flow,2021-07-01,2021-07-01T18:00:00+08:00,same_session_after_close,2021-07-02,next_exchange_session_close,2021-07-05,1,Institutional flow is same-session information released after the market close; the first daily close price executable after availability is the next exchange session close.
dealer_net_buy,institutional_flow,2021-07-02,2021-07-02T18:00:00+08:00,same_session_after_close,2021-07-05,next_exchange_session_close,2021-07-06,1,Institutional flow is same-session information released after the market close; the first daily close price executable after availability is the next exchange session close.
dealer_net_buy,institutional_flow,2021-07-05,2021-07-05T18:00:00+08:00,same_session_after_close,2021-07-06,next_exchange_session_close,2021-07-07,1,Institutional flow is same-session information released after the market close; the first daily close price executable after availability is the next exchange session close.
dealer_net_buy,institutional_flow,2021-07-06,2021-07-06T18:00:00+08:00,same_session_after_close,2021-07-07,next_exchange_session_close,2021-07-08,1,Institutional flow is same-session information released after the market close; the first daily close price executable after availability is the next exchange session close.
dealer_net_buy,institutional_flow,2021-07-07,2021-07-07T18:00:00+08:00,same_session_after_close,2021-07-08,next_exchange_session_close,2021-07-09,1,Institutional flow is same-session information released after the market close; the first daily close price executable after availability is the next exchange session close.
dealer_net_buy,institutional_flow,2021-07-08,2021-07-08T18:00:00+08:00,same_session_after_close,2021-07-09,next_exchange_session_close,2021-07-12,1,Institutional flow is same-session information released after the market close; the first daily close price executable after availability is the next exchange session close.
dealer_net_buy,institutional_flow,2021-07-09,2021-07-09T18:00:00+08:00,same_session_after_close,2021-07-12,next_exchange_session_close,2021-07-13,1,Institutional flow is same-session information released after the market close; the first daily close price executable after availability is the next exchange session close.
dealer_net_buy,institutional_flow,2021-07-12,2021-07-12T18:00:00+08:00,same_session_after_close,2021-07-13,next_exchange_session_close,2021-07-14,1,Institutional flow is same-session information released after the market close; the first daily close price executable after availability is the next exchange session close.
